unique_id,fieldguide,english_common,latin_species,length,order,family,family_english,voice,warblish,usable,voice_reduced,non_vocalization,distance_amplitude,namesake,qualifies_as_song,mimicry,comparison,comparison_type,comparison_expression,comparand,comp_construction,comp_dimension,duplicated_comparison,comments
id_5317,sibley_birds,Sooty Grouse,Dendragapus fuliginosus,20,Galliformes,Phasianidae,Pheasants & Allies,"Male advertising call a series of very low, pulsing hoots ""whoof whoof whoof whoof whoof whoof"", rising then falling slightly (compare Great Gray Owl), higher and louder than Dusky. Sooty audible at a quarter mile, Dusky only at a few hundred feet. In display male gives single low hoot. Both sexes give a low ""gr gr gr gr"" and soft clucking or barking sounds.",NO,yes,"a series of very low, pulsing hoots ""whoof whoof whoof whoof whoof whoof"", rising then falling slightly (compare Great Gray Owl), higher and louder than Dusky. Sooty audible at a quarter mile, Dusky only at a few hundred feet. In display male  single low hoot. a low ""gr gr gr gr"" and soft clucking or barking sounds",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_98,allabout_birds,Bluethroat,Luscinia svecica,14,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers","Call a harsh ""tacc, tacc"" and a ""hweet"". Song varied, with rich musical notes, hisses, trills, and mimicry of other birds.",NO,yes,"a harsh ""tacc, tacc"" and a ""hweet"". varied, with rich musical notes, hisses, trills, and mimicry of other birds",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3173,morcombe_australia,Yellow Wattlebird,Anthochaera paradoxa,38-48cm,Passeriformes,Meliphagidae,Honeyeaters,"harsh, throaty, grating sounds, a gurgling ""grrowgk"", ""chrrowk"" or short, hollow ""klok"" repeated irregularly. Also a duet; the female gives a gurgling ""grrowgk"", ""chrrowk"" or short, hollow ""klok"" repeated irreguarly. Also a duet; the female gives a gurgling sound, the male quickly responds with a harsh croak.",NO,yes,"harsh, throaty, grating sounds, a gurgling ""grrowgk"", ""chrrowk"" or short, hollow ""klok"" repeated irregularly.  duet; the female  a gurgling ""grrowgk"", ""chrrowk"" or short, hollow ""klok"" repeated irreguarly.  duet; the female  a gurgling sound, the male quickly responds with a harsh croak",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2424,holden_cleeves_birds,Raven,Corvus corax,64cm,Passeriformes,Corvidae,"Crows, Jays","Voice is suitably powerful for such a large bird. Usual flight call is hollow-sounding ""kronk, kronk"" or an echoing ""toc, toc, toc"".",NO,yes,"Voice is suitably powerful for such a large bird.  is hollow-sounding ""kronk, kronk"" or an echoing ""toc, toc, toc""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6331,simpson_day_australian,Red-tailed Black-Cockatoo,Calyptorhynchus banksii,63,Psittaciformes,Cacatuidae,Cockatoos,"metallic, rolling, far-carrying ""creee creee"".",NO,yes,"metallic, rolling, far-carrying ""creee creee""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4256,national_geographic_america,Bananaquit,Coereba flaveola,11cm,Passeriformes,Thraupidae,Tanagers & Allies,"Call, high-pitched ""tsip""; song geographically variable, even within West Indies; Bahama birds give several ticks followed by rapid clicking.",NO,yes,"high-pitched ""tsip""; song  variable, even within West Indies; Bahama birds several ticks followed by rapid clicking",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5084,rspb_pocket_birds_harrap,Rough-egged Buzzard,Buteo lagopus,55,Accipitriformes,Accipitridae,"Kites, Hawks, Eagles","Rough-legged Buzzard has a far-carrying ""peee-oooo"" call, recalling Common Buzzard.",NO,yes,"Rough-legged Buzzard has a far-carrying ""peee-oooo"" call, recalling Buzzard",NA,NA,NA,NA,NA,comparison,NA,"Rough-legged Buzzard has a far-carrying ""peee-oooo"" call, recalling Common Buzzard.",Common Buzzard,recalling C,none,NA,NA
id_3934,national_geographic_america,Crested Caracara,Caracara plancus,"58cm, 127cm",NA,NA,NA,"Calls include a low rattle and a single ""wuck"" note.",NO,yes,"a low rattle and a single ""wuck"" note",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_397,allabout_birds,Olive Warbler,Peucedramus taeniatus,13.5,Passeriformes,Peucedramidae,Olive Warbler,"The call is a single high-pitched, hollow-sounding ""peew"". Male and female Olive Warblers sing a burry song of 2 repeated notes on different pitches. Sometimes the first note is lower than the second, but other times it is reversed. The song sounds like a burry *tea-cher, tea-cher* or a ""we-cha, we-cha"". They repeat each phrase 3-5 times.",NEW,yes,"a single high-pitched, hollow-sounding ""peew"". a burry song of 2 repeated notes on different pitches. Sometimes the first note is lower than the second, but other times it is reversed. The song sounds like a burry *tea-cher, tea-cher* or a ""we-cha, we-cha"". They repeat each phrase 3-5 times",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_2069,felix_hisek_birds,Little Owl,Athene noctua,23,Strigiformes,Strigidae,Owls,"A shrill ""kiu"", a sharp ""werro"" and similar sounds.",NO,yes,"shrill ""kiu"", a sharp ""werro"" and similar sounds",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_1181,collins_british_common,Common Tern,Sterna hirundo,35cm,Charadriiformes,Laridae,"Gulls, Terns, Skimmers","Utters various harsh calls, including ""kreeear"".",NO,yes,"harsh calls, including ""kreeear""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2752,morcombe_australia,Brown Booby,Sula leucogaster,65-75cm,Suliformes,Sulidae,"Gannets, Boobies","calls at sea when squabbling and fishing. Noisy in colonies: male has soft hiss; female a harsh, deep honk or quack.",NO,yes,"calls at sea when squabbling and fishing. Noisy in colonies: soft hiss; female a harsh, deep honk or quack",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5129,rspb_pocket_birds_harrap,Arctic Skua,Stercorarius parasiticus,41-46,Charadriiformes,Stercorariidae,Skuas,"Calls mewing, recalling Kittiwake.",NO,yes,"mewing, recalling Kittiwake",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_2261,holden_cleeves_birds,Peregrine,Falco peregrinus,36-48cm,Falconiformes,Falconidae,"Caracaras, Falcons","Usually silent, but may be noisy at nest. If female is disturbed she produces a grating ""scraa, scraa, scraa"", often building a crescendo. Male's call is higher.",NO,yes,"may be noisy . If female is disturbed she produces a grating ""scraa, scraa, scraa"", often building a crescendo. higher",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1430,collins_british_rare,Great Spotted Cuckoo,Clamator glandarius,35-39cm,Cuculiformes,Cuculidae,Cuckoos,Vagrants here are silent.,NO,silent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_6671,simpson_day_australian,Striated Pardalote,Pardalotus striatus,9-11.5,Passeriformes,Pardalotidae,Pardalotes,loud double or triple notes.,NO,yes,loud double or triple notes,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3450,national_geographic_america,American Black Duck,Anas rubripes,58cm,Anseriformes,Anatidae,"Ducks, Geese, Swans",Similar to Mallard.,NO,yes,Similar to Mallard,NA,NA,NA,NA,NA,no_comparison,NA,Similar to Mallard.,Mallard,similar to C,none,NA,NA
id_446,allabout_birds,Red-eyed Vireo,Vireo olivaceus,12.5,Passeriformes,Vireonidae,"Vireos, Greenlets, Shrike-babblers","A loud, catbird-like ""myaah"" call punctuates many social interactions. Both sexes use it to emphasize warning displays toward potential predators or interlopers. Females incubating eggs may use the same call to attract the male, as well as a ""tchet, tchet, tchet"" call to solicit food from him. Males use a second ""tsherrrr"" call during fights and territorial displays. Song a broken series of slurred notes. Each phrase usually ends in either a downslur or an upswing, as if the bird asks a question, then answers it, over and over.",NO,yes,"loud, catbird-like ""myaah"" call punctuates many social interactions. use it to emphasize warning displays toward potential predators or interlopers. incubating eggs may use the same call to attract the male, as well as a ""tchet, tchet, tchet"" call to solicit food from him. use a second ""tsherrrr"" call  and territorial displays. a broken series of slurred notes. Each phrase  ends in either a downslur or an upswing, as if the bird asks a question, then answers it, over and over",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_1933,felix_hisek_birds,Shag,Gulosus aristotelis,76,NA,NA,NA,"Usual note a loud, rasping croak.",NO,yes,"note a loud, rasping croak",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6790,tarboton_kruger_national_park,Brown-headed Parrot,Poicephalus cryptoxanthus,23cm,Psittaciformes,Psittacidae,African & New World Parrots,"(...) giving their presence away with high-pitched, shrill screeches.",NO,yes,"giving their presence away with high-pitched, shrill screeches",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_264,allabout_birds,Greater Roadrunner,Geococcyx californianus,53,Cuculiformes,Cuculidae,Cuckoos,"Both members of a pair give a single-note coo as part of a display following copulation. Another variation sounds like a low-pitched growl and is given when a pair forages together, or by a parent communicating with chicks on the nest. Both male and female also make a short, sharp barking call that sounds like a yipping coyote. Females bark when at the nest site in response to a mate foraging nearby. As part of the courtship display, males make a low-pitched call consisting of mechanical-sounding ""putts"" and whirs as he faces the female. Male Greater Roadrunners make a distinct ""co-coo-coo-coo-coooooo"" in a series of 3-8 downward slurring notes to attract or contact a mate and mark a territory. Beginning before sunrise, the cooing can be heard up to a quarter-mile away, and often elicits a response from a neighboring male.",NO,yes,"a single-note coo. Another variation sounds like a low-pitched growl and is given when a pair forages together, or by a parent communicating with chicks on the nest. Both male and female also make a short, sharp barking call that sounds like a yipping coyote. bark when  site in response to a mate  nearby. As part of the courtship display,  make a low-pitched call consisting of mechanical-sounding ""putts"" and whirs as he faces the female. Greater Roadrunners make a distinct ""co-coo-coo-coo-coooooo"" in a series of 3-8 downward slurring notes to attract or contact a mate and mark a territory. Beginning before sunrise, the cooing can be heard up to a quarter-mile away, and often elicits a response from a neighboring male",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_1948,felix_hisek_birds,Bean Goose,Anser fabalis,71-89,Anseriformes,Anatidae,"Ducks, Geese, Swans","Low, honking notes such as ""ung-unk"".",NO,yes,"Low, honking notes such as ""ung-unk""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6319,simpson_day_australian,Bar-shouldered Dove,Geopelia humeralis,26.5-30,Columbiformes,Columbidae,"Pigeons, Doves","""cukoo-woop""; coos.",NO,yes,"""cukoo-woop""; coos",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_518,allabout_birds,Sora,Porzana carolina,22.5,Gruiformes,Rallidae,"Rails, Crakes & Coots","The most commonly heard call is a descending whinny that lasts 2-3 seconds. The loud and boisterous whinny echoes across wetlands from spring through summer. Males and females whinny to defend their territory and to keep in touch with each other. They also give a 2-noted ""ker-wee"" or ""sor-ah"" where the second note rises in pitch, either singly or before giving a descending whinny.",NO,yes,"a descending whinny that lasts 2-3 seconds. The loud and boisterous whinny echoes . whinny . a 2-noted ""ker-wee"" or ""sor-ah"" where the second note rises in pitch, either singly or before giving a descending whinny",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1267,collins_british_common,House Sparrow,Passer domesticus,14-15cm,Passeriformes,Passeridae,"Old World Sparrows, Snowfinches",Utters a range of chirping calls.,NO,yes,a range of chirping calls,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4701,peterson_chalif_mexico,Gray-headed Manakin,Piprites griseiceps,4.5in,Passeriformes,Tyrannidae,"Tyrant Flycatchers, Calyptura","A prolonged ""wip-pip-pipürürürürürr-prürr"" (Slud).",NO,yes,"prolonged ""wip-pip-pipï¿½rï¿½rï¿½rï¿½rï¿½rr-prï¿½rr"" (Slud)",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4487,national_trust_bird_spotter,House Sparrow,Passer domesticus,15,Passeriformes,Passeridae,"Old World Sparrows, Snowfinches",Simple chirps and chirrups.,NO,yes,Simple chirps and chirrups,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3904,national_geographic_america,Eared Quetzal,Euptilotis neoxenus,36cm,NA,NA,NA,"Calls include a loud upslurred squeal ending in a ""chuck"" note; also a loud, hard cackling, usually given in flight when disturbed. Male's song is a long, quavering series of whistled notes that increase in volume.",NO,yes,"a loud upslurred squeal ending in a ""chuck"" note;  loud, hard cackling . Male's a long, quavering series of whistled notes that increase in volume",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_568,allabout_birds,Western Screech-Owl,Megascops kennicottii,22,Strigiformes,Strigidae,Owls,"To stay in contact, pairs of screech-owls use a short 'double trill' call; when agitated, they make a barking sound. Adult females whinny in response to the male's bouncing ball song, and to solicit feeding and copulation. Heard at dusk and into the night, the Western Screech-Owl's most distinctive vocalization is its 'bouncing ball' song: a series of 5-9 short, whistled hoots, speeding up ping-pong-ball fashion toward the end. The male uses this for territorial and courtship advertising, often calling from a nest tree or a prospective nest site. In duets sung by a mating pair, the female's notes are interspersed with the male's--her voice higher than her mate's, despite her larger size.",NO,yes,"a short 'double trill' call;, they make a barking sound. Adult fe whinny in response to the male's bouncing ball song, and to solicit feeding and copulation. Heard  and , the Western Screech-Owl's most distinctive vocalization is its 'bouncing ball' song: a series of 5-9 short, whistled hoots, speeding up ping-pong-ball fashion toward the end.  uses this for territorial and courtship advertising, often calling from a nest tree or a prospective nest site. In duets sung by a mating pair, the female's notes are interspersed with the male's--her voice higher than her mate's, despite her larger size",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_804,bruun_hamlyn_guide,Puffin,Fratercula arctica,30,Charadriiformes,Alcidae,Auks,"Call, heard on the breeding grounds only, consists of unmusical guttural notes.",NO,yes,"heard on the  only, consists of unmusical guttural notes",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3027,morcombe_australia,Golden-shouldered Parrot,Psephotellus chrysopterygius,25-26cm,NA,NA,NA,"flight call a sharp, scratchy, metallic yet musical, pleasant ""chwit, chwit"" and ""chirrit, chirrit""; also sharp, quiet, varied chattering from treetops. Silent on ground.",NO,yes,"a sharp, scratchy, metallic yet musical, pleasant ""chwit, chwit"" and ""chirrit, chirrit""; also sharp, quiet, varied chattering from treetops. Silent on ground",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5304,sibley_birds,Red Junglefowl,Gallus gallus,23.2,Galliformes,Phasianidae,Pheasants & Allies,"Male gives raucous crowing ""cock-a-doodle-doo""; both sexes (but especially females) give a variety of clucking sounds.",NO,yes,"raucous crowing ""cock-a-doodle-doo""; both sexes (but especially fe) a variety of clucking sounds",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_452,allabout_birds,Red-necked Phalarope,Phalaropus lobatus,18.5,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","Typical calls are sharp, high-pitched single notes, sometimes strung together into a series.",NO,yes,"calls are sharp, high-pitched single notes,  strung together into a series",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6394,simpson_day_australian,Rufous Owl,Ninox rufa,51,Strigiformes,Strigidae,Owls,"deep double-hoot, second note shorter.",NO,yes,"deep double-hoot, second note shorter",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4614,peterson_chalif_mexico,Yucatan Poorwill,Nyctiphrynus yucatanicus,7.5-8in,NA,NA,NA,"""Ree'-o-ree'"", rising in intensity on 1st and last syllables, dropping abruptly on middle syllable. Produced rapidly and several times in succession (Paynter).",NO,yes,"""Ree'-o-ree'"", rising in intensity on 1st and last syllables, dropping abruptly on middle syllable. Produced rapidly and several times in succession (Paynter)",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
